1_d.png,440,1,192,177
13_d.png,1,205,219,275
19_d.png,47,1,376,202
21_d.png,1,170,197,310
21_d.png,1,170,197,310
21_d.png,1,170,197,310
26_d.png,1,1,293,243
28_d.png,220,103,218,217
39_d.png,304,1,328,232
450_d.png,119,112,169,169
463_d.png,129,126,192,184
480_d.png,184,41,233,213
1080_d.png,311,253,321,227
1290_d.png,254,1,126,166
2440_d.png,1,326,142,154
2460_d.png,116,272,180,184
2460_d.png,116,272,180,184
2520_d.png,399,164,172,175
3120_d.png,1,8,229,360
3160_d.png,412,127,123,347
3210_d.png,41,353,279,127
3450_d.png,480,1,152,284
4260_d.png,1,329,192,151
5460_d.png,325,285,307,195
5800_d.png,1,360,46,82
