11_000240,109,14,318,451,0.13549
11_000240,41,12,141,138,0.22638
11_000240,33,12,78,236,0.40426
11_000240,135,85,199,317,0.44481
11_000240,251,12,381,290,0.55276
11_000240,297,163,337,303,0.22405
11_000240,38,145,299,320,0.13851
11_000240,34,363,154,103,0.33103
11_000300,34,12,303,224,0.13709
11_000300,50,95,216,296,0.16172
11_000300,275,32,361,292,0.49082
11_000300,36,251,359,215,0.27462
11_000300,164,424,21,36,0.35626
11_000300,356,307,279,159,0.13519
11_000300,197,12,439,239,0.13978
11_000660,39,23,309,423,0.14911
11_000660,33,12,264,224,0.33472
11_000660,187,34,272,366,0.19299
11_000660,335,12,298,379,0.26185
11_000660,276,312,358,154,0.17064
11_000660,39,141,448,324,0.13597
11_000660,35,368,79,98,0.34377
11_000660,503,64,70,52,0.18982
11_000720,202,12,428,166,0.12012
11_000720,34,12,307,231,0.15324
11_000720,300,102,336,363,0.13588
11_000720,164,181,351,284,0.14115
11_000720,247,312,54,94,0.19784
11_000720,35,188,208,278,0.26935
11_000720,411,316,222,150,0.192
11_000720,491,18,119,103,0.19954
12_000240,130,17,162,140,0.54398
12_000240,225,100,64,86,0.46299
12_000240,103,92,140,115,0.34959
12_000240,100,12,527,275,0.14059
12_000240,42,12,264,454,0.16866
12_000240,221,196,269,269,0.14985
12_000240,81,14,132,168,0.12687
12_000300,77,103,29,41,0.48604
12_000300,41,12,390,333,0.14864
12_000300,269,12,303,289,0.14316
12_000300,505,12,128,235,0.23664
12_000300,35,146,79,116,0.59462
12_000300,39,109,272,357,0.14381
12_000300,305,247,329,219,0.19927
12_000300,234,173,401,292,0.14203
12_000660,36,12,359,183,0.2139
12_000660,458,69,178,397,0.16873
12_000660,367,12,220,426,0.14434
12_000660,156,60,451,406,0.13719
12_000660,206,231,106,129,0.38601
12_000660,236,248,91,102,0.58382
12_000660,37,96,228,370,0.144
12_000660,528,12,105,63,0.19263
12_000720,321,12,233,318,0.13763
12_000720,593,12,39,70,0.13781
12_000720,336,12,299,350,0.13892
12_000720,36,12,352,243,0.13836
12_000720,37,95,225,222,0.10377
12_000720,37,207,278,259,0.14143
12_000720,250,238,117,123,0.59278
12_000720,284,254,353,212,0.14359
13_000600,55,34,324,431,0.13744
13_000600,219,114,127,135,0.77469
13_000600,38,12,542,405,0.1363
13_000600,38,73,172,393,0.20647
13_000600,114,405,123,36,0.018435
13_000600,335,246,299,220,0.20873
13_000600,83,373,201,93,0.13152
13_000600,326,12,309,419,0.16334
13_000660,34,12,309,270,0.13809
13_000660,342,35,290,283,0.13585
13_000660,106,12,285,206,0.31529
13_000660,67,255,454,210,0.13709
13_000660,302,217,332,249,0.17028
13_000660,36,270,182,196,0.18373
13_000660,193,373,75,92,0.52531
13_000660,183,12,449,288,0.14444
14_000180,409,12,225,225,0.13887
14_000180,93,12,243,206,0.27242
14_000180,33,136,285,330,0.14383
14_000180,335,210,66,24,0.3251
14_000180,157,190,475,242,0.21201
14_000180,34,262,19,27,0.31599
14_000180,109,212,526,254,0.14541
14_000180,234,12,302,279,0.13618
14_000240,337,76,298,240,0.13763
14_000240,34,184,26,40,0.35585
14_000240,79,191,50,56,0.32675
14_000240,34,12,189,454,0.34004
14_000240,388,124,249,342,0.26348
14_000240,254,120,195,345,0.14277
14_000240,69,38,264,428,0.14416
14_000240,125,12,511,192,0.13754
15_000000,36,12,332,375,0.14293
15_000000,265,301,82,42,0.58731
15_000000,358,12,277,453,0.14097
15_000000,274,305,78,125,0.61514
15_000000,37,133,337,333,0.14074
15_000000,262,353,24,35,0.45936
15_000000,410,109,227,357,0.1457
15_000000,211,12,324,317,0.13615
15_000060,36,69,264,304,0.14035
15_000060,351,12,283,324,0.15251
15_000060,36,12,404,384,0.13712
15_000060,349,280,78,54,0.586
15_000060,38,272,407,194,0.1407
15_000060,360,326,77,104,0.65673
15_000060,410,168,227,298,0.13922
15_000060,193,12,305,208,0.13778
15_000480,68,35,281,387,0.16527
15_000480,302,12,331,199,0.3205
15_000480,314,17,322,386,0.15716
15_000480,313,323,20,66,0.38776
15_000480,293,251,343,215,0.14312
15_000480,36,135,256,331,0.29459
15_000480,269,354,62,111,0.69054
15_000480,36,12,353,185,0.15243
