1_d.png,440,1,192,177
21_d.png,390,170,242,310
34_d.png,1,58,159,422
38_d.png,356,1,284,479
40_d.png,143,222,157,163
54_d.png,1,1,229,333
55_d.png,99,1,116,110
2440_d.png,1,326,142,154
2450_d.png,45,300,174,180
2460_d.png,116,272,180,184
2460_d.png,116,272,180,184
2490_d.png,334,185,173,171
2520_d.png,399,164,172,175
2550_d.png,439,151,175,185
3200_d.png,1,310,192,170
3210_d.png,41,353,279,127
3240_d.png,99,334,264,146
3250_d.png,117,267,247,213
3270_d.png,180,172,259,256
3280_d.png,215,142,241,261
3300_d.png,254,74,245,262
3320_d.png,230,25,226,229
3330_d.png,232,1,216,190
