1_d.png,440,1,192,177
10_d.png,48,1,295,298
21_d.png,1,170,197,310
26_d.png,1,1,297,296
31_d.png,1,1,154,479
34_d.png,135,1,68,47
41_d.png,236,305,80,98
55_d.png,99,1,116,110
2440_d.png,1,326,142,154
2450_d.png,45,300,178,180
2460_d.png,427,1,205,121
2460_d.png,427,1,205,121
2490_d.png,334,185,164,171
2520_d.png,1,1,139,294
2520_d.png,1,1,139,294
2550_d.png,439,151,175,185
3200_d.png,1,310,192,170
3210_d.png,41,353,254,127
3240_d.png,114,339,249,141
3250_d.png,117,267,247,213
3270_d.png,180,172,239,255
3280_d.png,415,1,225,479
3300_d.png,254,74,245,262
3330_d.png,232,1,216,190
